brand,model,screen_size,color,harddisk,cpu,ram(GB),OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,currency_symbol,harddisk_new_GB
dell,Latitude 5340 2-in-1,13.0,Black,256 GB,Core i7,16,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1341.99,$,256.0
dell,Precision 3581 Laptop,15.0,Silver,1000 GB,Core i7,32,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,1883.99,$,1000.0
dell,Alienware m17 Ryzen Edition R5 Laptop,17.0,Dark Side of the Moon,512 GB,AMD Ryzen 7,8,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,1282.99,$,512.0
dell,Alienware m18 Laptop,18.0,Black,2000 GB,Core i9,32,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2686.99,$,2000.0
acer,Nitro 5 AN515,15.0,Obsidian Black,1 TB,Core i7 Family,32,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1559.0,$,1024.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Latitude 7440 Laptop,14.0,Black,1000 GB,Core i7,16,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1305.17,$,1000.0
dell,G15 5530 Laptop,15.0,Gray,1000 GB,Core i7,16,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,1409.99,$,1000.0
dell,Alienware m18 Laptop,18.0,Black,4000 GB,Core i9,64,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,4143.99,$,4000.0
dell,Latitude 5440 Laptop,14.0,Black,1000 GB,Core i7,32,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1395.99,$,1000.0
dell,Latitude 7440 Laptop,14.0,Black,512 GB,Core i5,16,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1229.99,$,512.0
dell,Latitude 3520 Laptop,15.0,Black,2000 GB,Core i5,64,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1138.5,$,2000.0
dell,Latitude 3520 Laptop,15.0,,2000 GB,Core i7,,Windows 10 Home,,,,,,1768.99,$,2000.0
dell,XPS 9530 Laptop,15.0,Platinum Silver,512 GB,Core i9,32,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,2548.99,$,512.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,XPS 9320 Laptop,13.0,Black,1000 GB,Core i7,32,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1355.84,$,1000.0
dell,Alienware m18 Laptop,18.0,Black,1000 GB,Core i9,32,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,,2477.99,$,1000.0
dell,Precision 7770 Laptop,17.0,Silver,1000 GB,Core i5,32,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A5500,,,,3176.99,$,1000.0
dell,XPS 9320 Laptop,13.0,Gray,1000 GB,Core i7,16,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1502.99,$,1000.0
dell,Latitude 7440 Laptop,14.0,Black,256 GB,Core i7,16,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1455.99,$,256.0
dell,Alienware X16 Laptop,16.0,Silver,1000 GB,Core i7,16,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,2280.99,$,1000.0
dell,Latitude 7340 Laptop,13.0,Black,1000 GB,Core i7,32,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1614.99,$,1000.0
dell,Alienware m18 Laptop,18.0,Black,2000 GB,Core i7,64,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2659.99,$,2000.0
asus,ASUS TUF Dash 15,15.0,Eclipse Gray,1 TB,Core i7 Family,12,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1159.0,$,1024.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
hp,Pavilion 15,15.0,Natural Silver,512 GB,Core i7 Family,24,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,989.0,$,512.0
acer,Aspire 3,17.0,Pure Silver,512 GB,Core i5 Family,8,Windows 11 Pro,"HD Audio, Anti Glare Coating, Numeric Keypad",Integrated,,,,679.0,$,512.0
hp,Envy 17T-CR000,17.0,Natural Silver,512 GB,Core i7 Family,16,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,,,1299.0,$,512.0
hp,Pavilion 15,15.0,Fog Blue,4 TB,Core i7 Family,64,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,,,1599.0,$,4096.0
acer,Aspire 5 A515,15.0,Pure Silver,2 TB,Ryzen 7,40,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,1139.0,$,2048.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,Pavilion 15,15.0,Fog Blue,2 TB,Core i7 Family,32,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1419.0,$,2048.0
hp,Envy x360 2-in-1,15.0,Platinum Grey,2 TB,Core i7 Family,32,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1599.0,$,2048.0
hp,Pavilion 15-EG200,15.0,Fog blue,1 TB,Core i7 Family,32,Windows 11 Pro,"HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,,,1239.0,$,1024.0
hp,HP Pavilion 15T-EG300,15.0,Natural Silver,1 TB,Core i7 Family,48,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1379.0,$,1024.0
hp,Envy x360 2-in-1,15.0,Natural Silver,1 TB,Core i5 Family,32,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1059.0,$,1024.0
hp,HP EliteBook 840 G6,14.0,Platinum,256 GB,Intel Core i5,16,Windows 10 Pro 64-Bit,Backlit Keyboard,Integrated,,,,322.75,$,256.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Latitude 5520 Laptop,15.0,Black,2000 GB,Core i7,64,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,2155.99,$,2000.0
dell,Vostro 3510 Laptop,15.0,Black,1000 GB,Core i7,32,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1000.99,$,1000.0
dell,Precision 7560 Laptop,15.0,Silver,512 GB,Core i7,16,Windows 10 Home,Wifi & Bluetooth,Nvidia T1200,,,,2219.99,$,512.0
dell,Latitude 5520 Laptop,15.0,Black,256 GB,Core i7,8,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,2337.99,$,256.0
dell,Inspiron 3511 Laptop,15.0,Black,2000 GB,Core i5,32,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,734.99,$,2000.0
dell,Precision 7560 Laptop,15.0,Silver,1000 GB,Core i7,8,Windows 11 Pro,,Dedicated,,,,2142.99,$,1000.0
dell,Precision 7560 Laptop,15.0,Silver,256 GB,Core i7,32,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,2085.99,$,256.0
dell,XPS 9320 Laptop,13.0,Platinum,512 GB,Core i7,32,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1730.99,$,512.0
dell,G15,15.0,Dark Shadow Grey,1 TB,Core i7 Family,24,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1599.0,$,1024.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Latitude 5340 Laptop,13.0,Black,256 GB,Core i5,16,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,991.99,$,256.0
dell,Latitude 5540 Laptop,15.0,Black,512 GB,Core i5,32,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1382.99,$,512.0
hp,Envy x360 2-in-1,15.0,Platinum Silver,1 TB,Core i7 Family,32,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1349.0,$,1024.0
dell,XPS 9320 Laptop,13.0,"Gray, Silver",1000 GB,Core i7,32,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1725.99,$,1000.0
dell,Precision Workstation 5770,17.0,Silver,1 TB,Intel Core i9,64,Windows 11 Pro,Backlit Keyboard,Dedicated,,,,3049.0,$,1024.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
lg,Gram 17Z95P,17.0,Black,4 TB,Core i7 Family,16,Windows 10 Pro,"Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,1669.0,$,4096.0
acer,Nitro 5 AN515,15.0,Shale Black,1 TB,Core i7 Family,32,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1199.0,$,1024.0
lg,Gram 16Z90P,16.0,Black,2 TB,Core i7 Family,16,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,,,1709.0,$,2048.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
samsung,Galaxy Book2 Pro 360 5G,13.0,Gray,256 GB,Snapdragon,16,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard, Support Stylus, Memory Card Slot",Integrated,,,,1449.99,$,256.0
lenovo,Legion 5,15.0,Storm Grey,2 TB,Ryzen 7,16,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,5.0,2169.99,$,2048.0
acer,Aspire 15 A517,17.0,Pure Silver,512 GB,Core i7 Family,12,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,799.0,$,512.0
hp,Envy 17T-CH100,17.0,Natural Silver,1 TB,Core i7 Family,32,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,,,1389.0,$,1024.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
hp,Omen 16T-N000,16.0,Mica Silver,2 TB,Ryzen 7,48,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,1829.0,$,2048.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
lenovo,ThinkPad T14 Gen 1,14.0,Black,1 TB,Ryzen 5,24,Windows 11 Home,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Integrated,,,,899.0,$,1024.0
hp,Envy 17-CR100,17.0,Platinum Silver,2 TB,Core i7 Family,12,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,1529.0,$,2048.0
lg,Gram 16 2-in-1,16.0,Black,2 TB,Core i7 Family,16,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1529.0,$,2048.0
dell,Inspiron i7430 2-in-1,14.0,Platinum Silver,1 TB,Core i7 Family,16,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1299.0,$,1024.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,XPS 9320 Laptop,13.0,Gray,1000 GB,Core i7,16,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,1493.99,$,1000.0
hp,14-DQ100,14.0,Natural Silver,1 TB,Core i3-1005G1,24,Windows 10 Home,"HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,669.0,$,1024.0
dell,Precision 3581 Laptop,15.0,Silver,512 GB,Core i7,16,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1462.99,$,512.0
hp,VNE-HP-15-DY1079MS,15.0,Silver,512 GB,Core i7 Family,,Windows 10 Home,,Integrated,Intel UHD Graphics,1.3 GHz,,909.99,$,512.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,XPS 9520 Laptop,15.0,Platinum Silver,256 GB,Core i7,4,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050,,,1563.99,$,256.0
dell,Inspiron 7420 2-in-1,14.0,"Grey, Gray, Platinum Silver",2000 GB,Core i5,64,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1001.11,$,2000.0
dell,XPS 9520 Laptop,15.0,Platinum Silver,1000 GB,Core i7,,Windows 10 Pro,,Dedicated,NVIDIA GeForce RTX 3050,3.5 GHz,,1681.99,$,1000.0
dell,Inspiron 5620 Laptop,16.0,"Gray, Platinum Silver",4000 GB,Core i5,64,Windows 10 Pro,,Integrated,Intel Integrated Graphics,,,1227.99,$,4000.0
dell,Latitude 3540 Laptop,15.0,Black,256 GB,Core i7,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1028.99,$,256.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
msi,Raider GE76 12UE,17.0,Titanium Blue-Black-Dark Blue-Black,1 TB,Intel Core i9,32,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,1844.1,$,1024.0
hp,Omen 16-N000,16.0,Mica Silver,2 TB,AMD Ryzen 7,24,Windows 11 Home,"High Definition Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,1409.0,$,2048.0
dell,Latitude 3540 Laptop,15.0,Black,1000 GB,Core i7,,Windows 11 Pro,,Integrated,Intel Integrated Graphics,3.7 GHz,,1071.99,$,1000.0
dell,Precision 7670 Laptop,16.0,Silver,512 GB,Core i7,,Windows 11 Pro,,Integrated,NVIDIA RTX A4500,3.4 GHz,,2939.99,$,512.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,,15.0,Gray,512 GB,Core i5,16,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,3.1 GHz,,1068.99,$,512.0
hp,HP Pavilion x360,14.0,Natural Silver,512 GB,Core i5 Family,8,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,729.0,$,512.0
dell,G16 7620,16.0,Obsidian Black,4 TB,Intel Core i7,64,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,2069.0,$,4096.0
dell,Dell 5000,16.0,Platinum Silver,512 GB,Ryzen 5,16,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Integrated,,,,708.99,$,512.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Inspiron 3511 Laptop,15.0,Black,128 GB,Core i3,12,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,556.99,$,128.0
dell,Latitude 5340 2-in-1,13.0,Black,256 GB,Core i5,16,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1197.99,$,256.0
dell,Latitude 7420 Laptop,14.0,Black,1000 GB,Core i7,16,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,834.99,$,1000.0
dell,Latitude 9520 Laptop,15.0,Black,512 GB,Core i5,16,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1046.99,$,512.0
dell,Latitude 9520 Laptop,15.0,Black,128 GB,Core i5,8,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1021.99,$,128.0
dell,Latitude 5431 Laptop,14.0,Black,1000 GB,Core i7,32,Windows 11 Pro,Wifi & Bluetooth,Dedicated,,,,1327.99,$,1000.0
dell,Alienware m16 Laptop,16.0,Black,4000 GB,Core i9,64,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,4881.99,$,4000.0
lenovo,Yoga 7 2-in-1,15.0,Dark Moss,2 TB,Core i7 Family,12,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,,,1229.0,$,2048.0
dell,Latitude 5440 Laptop,14.0,Black,256 GB,Core i7,8,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1161.99,$,256.0
dell,Precision 3581 Laptop,15.0,Silver,512 GB,Core i5,32,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,1513.99,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,XPS 9530 Laptop,15.0,Platinum Silver,1000 GB,Core i7,16,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2368.99,$,1000.0
dell,Precision 5760 Laptop,17.0,Silver,2000 GB,Core i7,64,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A2000,,,,3179.99,$,2000.0
dell,Alienware m18 Laptop,18.0,Black,1000 GB,Core i7,32,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2408.99,$,1000.0
acer,Aspire 3 A315,15.0,Pure Silver,2 TB,Core i5 Family,8,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,1039.0,$,2048.0
lg,LG Gram 17Z90Q,17.0,Gray,3 TB,Core i7 Family,16,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,1729.0,$,3072.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,XPS 9320 Laptop,13.0,"Gray, Silver",512 GB,Core i7,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1537.99,$,512.0
dell,Inspiron 3501 Laptop,15.0,Soft Mint,2000 GB,Core i5,32,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,802.99,$,2000.0
dell,G16 7630 Laptop,16.0,Gray,1000 GB,Core i9,32,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 4070,,,1680.99,$,1000.0
dell,XPS 9320 Laptop,13.0,"Gray, Silver",512 GB,Core i7,32,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,1495.99,$,512.0
dell,Inspiron 3501 Laptop,15.0,Black,256 GB,Core i3,8,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,607.99,$,256.0
dell,Alienware m16 Laptop,16.0,Black,1000 GB,Core i7,64,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,,,2032.65,$,1000.0
dell,Inspiron 3501 Laptop,15.0,Soft Mint,256 GB,Core i5,8,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,637.99,$,256.0
dell,Latitude 7420 Laptop,14.0,,256 GB,Core i7,16,Windows 10 Pro,,Integrated,Intel Integrated Graphics,1.8 GHz,,1444.99,$,256.0
dell,XPS 9320 Laptop,13.0,Gray,2000 GB,Core i7,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1889.99,$,2000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,XPS 9530 Laptop,15.0,Platinum Silver,512 GB,Core i7,16,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,1565.99,$,512.0
dell,DELL i3,16.0,carbon black,256 GB,Intel Core i3,8,Windows 11,"Intel UHD Graphics with shared graphics memory, Long life battery",Integrated,,,,415.99,$,256.0
lenovo,Legion 5,15.0,Storm Grey,1 TB,Ryzen 7,48,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1899.0,$,1024.0
lenovo,IdeaPad 3 82H7,14.0,Arctic Grey,2 TB,Core i7 Family,8,Windows 10 Home,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot",Integrated,,,,999.0,$,2048.0
hp,Omen 17T-CK200,17.0,Shadow Black,2 TB,Intel Core i9,64,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,3769.0,$,2048.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
asus,Rog Strix Scar G533Z,15.0,Off Black,1 TB,Intel Core i9,32,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,2299.0,$,1024.0
dell,XPS 9520 Laptop,15.0,Platinum Silver,1000 GB,Core i7,,Windows 10 Pro,,,NVIDIA GeForce RTX 3050,3.5 GHz,,1693.99,$,1000.0
dell,XPS 9520 Laptop,15.0,Platinum Silver,2000 GB,Core i7,,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,3.5 GHz,,1714.99,$,2000.0
dell,Inspiron 3515 Laptop,15.0,Black,1000 GB,AMD Ryzen 7,32,Windows 11 Home,,Integrated,AMD Integrated Graphics,,,1079.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Latitude Rugged Extreme 7230 Laptop,12.0,Black,512 GB,Core i5,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,2696.99,$,512.0
hp,Envy x360 2-in-1,15.0,Natural Silver,2 TB,Core i5 Family,8,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1209.0,$,2048.0
dell,Precision 7670 Laptop,16.0,Silver,256 GB,Core i9,16,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1927.99,$,256.0
